Episode,AcceptanceRatio,Revenue,Cost,R2C,CPUUtilization,BWUtilization
37,84.21052631578947,217,177.94,1.2195121951219512,0.7509134615384615,0.7308128300914595
38,84.61538461538461,619,507.58,1.2195121951219512,0.7514423076923077,0.7309403581089785
39,85.0,219,179.57999999999998,1.2195121951219514,0.7509134615384615,0.7309841556099446
40,85.36585365853658,817,669.9399999999999,1.2195121951219514,0.7516826923076924,0.7306569625144919
41,85.71428571428571,731,599.42,1.2195121951219512,0.7504807692307692,0.7295594486667526
42,86.04651162790698,192,157.44,1.2195121951219512,0.7535096153846154,0.7301223753703465
43,86.36363636363636,648,531.36,1.2195121951219512,0.7587980769230769,0.7320030915883035
44,86.66666666666667,190,155.79999999999998,1.2195121951219514,0.7578365384615384,0.730722658765941
45,86.95652173913044,810,664.1999999999999,1.2195121951219514,0.7585096153846154,0.7309699858302203
46,87.2340425531915,661,542.02,1.2195121951219512,0.7567307692307692,0.7302460389024862
47,87.5,319,261.58,1.2195121951219512,0.7577884615384616,0.7303645497874534
48,87.75510204081633,227,186.14,1.2195121951219514,0.7559615384615385,0.7293262913821976
49,88.0,824,675.68,1.2195121951219514,0.7587019230769231,0.7307819142084245
50,88.23529411764706,859,704.38,1.2195121951219512,0.7587980769230769,0.7307278114131135
52,86.79245283018868,573,469.85999999999996,1.2195121951219514,0.7532211538461538,0.7300940358108978
54,85.45454545454545,242,198.44,1.2195121951219512,0.7464903846153846,0.7283627463609429
55,85.71428571428571,966,792.12,1.2195121951219512,0.7465865384615384,0.7290081154192967
57,84.48275862068965,809,663.38,1.2195121951219512,0.7475480769230769,0.7288470951951566
58,84.7457627118644,189,154.98,1.2195121951219512,0.7466826923076924,0.7287878397526729
59,85.0,655,537.1,1.2195121951219512,0.7459615384615385,0.72829962643308
60,85.24590163934425,857,702.74,1.2195121951219512,0.7462019230769231,0.7287904160762592
61,85.48387096774194,283,232.05999999999997,1.2195121951219514,0.7494711538461538,0.7295362617544764
62,85.71428571428571,1003,822.4599999999999,1.2195121951219514,0.7539903846153846,0.730372278758212
63,85.9375,208,170.56,1.2195121951219512,0.7567307692307692,0.7308385933273219
64,86.15384615384616,234,191.88,1.2195121951219512,0.7571153846153846,0.7309326291382198
65,86.36363636363636,1002,821.64,1.2195121951219512,0.7568269230769231,0.7312984670874662
66,86.56716417910447,372,305.03999999999996,1.2195121951219514,0.7603846153846154,0.7322620121087209
67,86.76470588235294,763,625.66,1.2195121951219512,0.7591346153846154,0.7319837691614067
69,85.71428571428571,547,448.53999999999996,1.2195121951219514,0.7551442307692308,0.7312404998067757
70,85.91549295774648,903,740.4599999999999,1.2195121951219514,0.7533653846153846,0.7313023315728455
71,86.11111111111111,674,552.68,1.2195121951219514,0.75625,0.7321074326935463
72,86.3013698630137,791,648.62,1.2195121951219512,0.7535096153846154,0.7317686461419555
73,86.48648648648648,286,234.51999999999998,1.2195121951219514,0.7539903846153846,0.7320674996779596
74,86.66666666666667,209,171.38,1.2195121951219512,0.7549038461538462,0.7318510884967152
75,86.8421052631579,217,177.94,1.2195121951219512,0.7507692307692307,0.7295491433724076
76,87.01298701298701,1032,846.2399999999999,1.2195121951219514,0.7558173076923077,0.7312727038516038
77,87.17948717948718,801,656.8199999999999,1.2195121951219514,0.7536057692307693,0.7316140667267809
78,87.34177215189874,232,190.23999999999998,1.2195121951219514,0.7572596153846154,0.7321641118124437
79,87.5,231,189.42,1.2195121951219512,0.7561057692307692,0.7315548112842973
80,87.65432098765432,1008,826.56,1.2195121951219512,0.7587980769230769,0.7317557645240242
82,86.74698795180723,913,748.66,1.2195121951219512,0.7539423076923077,0.7304276697153163
83,86.90476190476191,253,207.45999999999998,1.2195121951219514,0.7538942307692308,0.730350380007729
84,87.05882352941177,223,182.85999999999999,1.2195121951219514,0.7525961538461539,0.7305551977328353
85,87.20930232558139,327,268.14,1.2195121951219512,0.7539903846153846,0.7309674095066341
86,87.35632183908046,663,543.66,1.2195121951219512,0.75125,0.7296779595517197
87,87.5,945,774.9,1.2195121951219512,0.7528365384615384,0.7299845420584825
88,87.64044943820225,203,166.45999999999998,1.2195121951219514,0.7513461538461539,0.7300450856627593
89,87.77777777777777,262,214.83999999999997,1.2195121951219514,0.7511057692307692,0.7301829189746232
90,87.91208791208791,252,206.64,1.2195121951219512,0.7474519230769231,0.728257117093907
91,88.04347826086956,805,660.0999999999999,1.2195121951219514,0.7525,0.7306917428829061
93,87.2340425531915,598,490.35999999999996,1.2195121951219514,0.7492788461538461,0.7289334020352957
94,87.36842105263159,899,737.18,1.2195121951219512,0.7539903846153846,0.7303671261110396
96,86.5979381443299,697,571.54,1.2195121951219512,0.7483173076923076,0.7300863068401391
97,86.73469387755102,818,670.76,1.2195121951219512,0.7481730769230769,0.7300154579415175
98,86.86868686868688,735,602.6999999999999,1.2195121951219514,0.7520192307692307,0.7310163596547726
100,86.13861386138613,644,528.0799999999999,1.2195121951219514,0.7502403846153847,0.7313538580445704
101,86.27450980392157,875,717.5,1.2195121951219512,0.7517307692307692,0.7311026664949117
102,86.40776699029125,297,243.54,1.2195121951219512,0.7560576923076923,0.731657864227747
103,86.53846153846155,197,161.54,1.2195121951219512,0.7510096153846154,0.7308566275924256
104,86.66666666666667,746,611.7199999999999,1.2195121951219514,0.7502403846153847,0.730966121344841
105,86.79245283018868,806,660.92,1.2195121951219512,0.7560096153846154,0.7330130104341105
106,86.91588785046729,263,215.66,1.2195121951219512,0.7547596153846153,0.7317660698183692
107,87.03703703703704,195,159.89999999999998,1.2195121951219514,0.7513461538461539,0.7299188458070334
108,87.1559633027523,915,750.3,1.2195121951219512,0.7520192307692307,0.7304856369960067
111,85.71428571428571,214,175.48,1.2195121951219512,0.7437019230769231,0.7270204817725107
112,85.84070796460178,277,227.14,1.2195121951219512,0.7433173076923076,0.7272059770707201
113,85.96491228070175,545,446.9,1.2195121951219512,0.74625,0.7281785392245266
114,86.08695652173914,632,518.24,1.2195121951219512,0.7458653846153847,0.727704495684658
115,86.20689655172413,691,566.62,1.2195121951219512,0.7448076923076923,0.7275627978874146
116,86.32478632478633,298,244.35999999999999,1.2195121951219512,0.7446634615384615,0.7277135128172099
117,86.4406779661017,475,389.5,1.2195121951219512,0.7454807692307692,0.7283872214350122
118,86.5546218487395,210,172.2,1.2195121951219512,0.7421634615384616,0.7265928120571944
119,86.66666666666667,317,259.94,1.2195121951219512,0.7470673076923077,0.7273579801623083
120,86.77685950413223,1033,847.06,1.2195121951219512,0.7547115384615385,0.7300785778693804
121,86.88524590163934,656,537.92,1.2195121951219514,0.7570673076923077,0.7307638799433209
122,86.99186991869918,235,192.7,1.2195121951219512,0.75625,0.7305783846451114
123,87.09677419354838,762,624.8399999999999,1.2195121951219514,0.7577884615384616,0.7313744686332604
124,87.2,232,190.23999999999998,1.2195121951219514,0.7558173076923077,0.7301803426510369
125,87.3015873015873,551,451.82,1.2195121951219512,0.7559134615384615,0.7297166044055133
126,87.4015748031496,300,245.99999999999997,1.2195121951219514,0.7564423076923077,0.7295092103568208
127,87.5,719,589.5799999999999,1.2195121951219514,0.759951923076923,0.7300541027953111
128,87.59689922480621,221,181.22,1.2195121951219512,0.7598076923076923,0.7303336339044184
129,87.6923076923077,186,152.51999999999998,1.2195121951219514,0.7580769230769231,0.7300914594873116
130,87.78625954198473,862,706.8399999999999,1.2195121951219514,0.7572115384615384,0.7297436558031689
131,87.87878787878788,755,619.0999999999999,1.2195121951219514,0.7575480769230769,0.7299587788226202
133,87.31343283582089,273,223.85999999999999,1.2195121951219512,0.7523557692307692,0.7278204302460389
135,86.76470588235294,218,178.76,1.2195121951219512,0.7462019230769231,0.7264652840396754
136,86.86131386861314,226,185.32,1.2195121951219512,0.7452403846153847,0.7263905706556744
137,86.95652173913044,710,582.1999999999999,1.2195121951219514,0.7428846153846154,0.726779595517197
138,87.05035971223022,801,656.8199999999999,1.2195121951219514,0.7458653846153847,0.7283163725363906
139,87.14285714285714,163,133.66,1.2195121951219512,0.7451442307692308,0.7283034909184594
140,87.2340425531915,795,651.9,1.2195121951219512,0.7450961538461538,0.7279093134097643
141,87.32394366197182,762,624.8399999999999,1.2195121951219514,0.7441346153846153,0.7283318304779081
142,87.41258741258741,529,433.78,1.2195121951219512,0.7491826923076923,0.7296998583022027
143,87.5,817,669.9399999999999,1.2195121951219514,0.7522596153846154,0.7309712739920134
145,86.98630136986301,324,265.68,1.2195121951219512,0.7533173076923076,0.7312263300270514
146,87.07482993197279,331,271.41999999999996,1.2195121951219514,0.7548557692307692,0.7313474172356048
147,87.16216216216216,643,527.26,1.2195121951219512,0.7541826923076923,0.7307110653098029
148,87.24832214765101,178,145.95999999999998,1.2195121951219514,0.7503846153846154,0.7290197088754348
149,87.33333333333333,195,159.89999999999998,1.2195121951219514,0.7502403846153847,0.7289990982867448
150,87.41721854304636,197,161.54,1.2195121951219512,0.7457211538461539,0.7274648975911374
151,87.5,928,760.9599999999999,1.2195121951219514,0.7488942307692308,0.7279750096612134
152,87.58169934640523,992,813.4399999999999,1.2195121951219514,0.7519711538461539,0.7290519129202628
153,87.66233766233766,844,692.0799999999999,1.2195121951219514,0.7507692307692307,0.7292490016746104
154,87.74193548387098,926,759.3199999999999,1.2195121951219514,0.7588461538461538,0.7318188844518871
155,87.82051282051282,198,162.35999999999999,1.2195121951219514,0.7580288461538461,0.7315007084889862
156,87.89808917197452,578,473.96,1.2195121951219512,0.758125,0.7320623470307871
157,87.9746835443038,640,524.8,1.2195121951219514,0.7593269230769231,0.732252994976169
158,88.0503144654088,725,594.5,1.2195121951219512,0.7628365384615384,0.7337214994203272
160,87.5776397515528,197,161.54,1.2195121951219512,0.7613942307692307,0.7332010820559062
161,87.65432098765432,277,227.14,1.2195121951219512,0.7570192307692307,0.7314053845162952
163,87.1951219512195,767,628.9399999999999,1.2195121951219514,0.749375,0.7291227618188845
164,87.27272727272727,565,463.29999999999995,1.2195121951219514,0.7453846153846154,0.7278771093649362
165,87.34939759036145,699,573.18,1.2195121951219514,0.7474038461538461,0.7289488599768131
166,87.42514970059881,181,148.42,1.2195121951219514,0.74625,0.7280471467216283
167,87.5,678,555.9599999999999,1.2195121951219514,0.7470673076923077,0.7279685688522478
168,87.57396449704143,870,713.4,1.2195121951219512,0.74875,0.7281476233414917
169,87.6470588235294,191,156.62,1.2195121951219512,0.7518269230769231,0.728512173128945
170,87.71929824561403,615,504.29999999999995,1.2195121951219514,0.7537980769230769,0.7296135514620636
171,87.79069767441861,1024,839.68,1.2195121951219512,0.7566826923076924,0.7316591523895402
173,87.35632183908046,188,154.16,1.2195121951219512,0.7538461538461538,0.7297681308772381
174,87.42857142857143,274,224.67999999999998,1.2195121951219514,0.753125,0.7291407960839882
175,87.5,160,131.2,1.2195121951219514,0.7499038461538462,0.7279234831894886
176,87.57062146892656,189,154.98,1.2195121951219512,0.7488942307692308,0.7279634162050753
177,87.64044943820225,253,207.45999999999998,1.2195121951219514,0.7452403846153847,0.7269998711838207
178,87.70949720670392,853,699.4599999999999,1.2195121951219514,0.7446153846153846,0.7269625144918201
180,87.29281767955801,865,709.3,1.2195121951219512,0.7444711538461538,0.7270385160376144
181,87.36263736263736,808,662.56,1.2195121951219514,0.7428846153846154,0.7266713899265748
182,87.43169398907104,186,152.51999999999998,1.2195121951219514,0.74625,0.7271918072909958
183,87.5,633,519.06,1.2195121951219514,0.748125,0.7282854566533556
184,87.56756756756758,189,154.98,1.2195121951219512,0.7472115384615384,0.7280741981192838
185,87.63440860215054,218,178.76,1.2195121951219512,0.7480769230769231,0.7282906093005281
186,87.70053475935828,203,166.45999999999998,1.2195121951219514,0.7484615384615385,0.7283472884194255
187,87.7659574468085,561,460.02,1.2195121951219512,0.750625,0.7292271029241273
188,87.83068783068782,228,186.95999999999998,1.2195121951219514,0.7464423076923077,0.7277573103181759
189,87.89473684210526,803,658.4599999999999,1.2195121951219514,0.7540865384615385,0.7293791060157155
190,87.95811518324608,597,489.53999999999996,1.2195121951219514,0.7510096153846154,0.7290313023315729
191,88.02083333333334,920,754.4,1.2195121951219512,0.7537980769230769,0.7290802524797114
192,88.08290155440415,271,222.22,1.2195121951219512,0.7553846153846154,0.7292322555712998
193,88.14432989690721,657,538.74,1.2195121951219512,0.7557692307692307,0.7296831121988921
194,88.2051282051282,192,157.44,1.2195121951219512,0.7570673076923077,0.729596805358753
195,88.26530612244898,788,646.16,1.2195121951219512,0.7624519230769231,0.730776761561252
196,88.3248730964467,522,428.03999999999996,1.2195121951219514,0.7644230769230769,0.7316965090815406
197,88.38383838383838,213,174.66,1.2195121951219512,0.7621634615384615,0.7307097771480098
198,88.44221105527639,153,125.46,1.2195121951219512,0.7621153846153846,0.7304753317016617
199,88.5,627,514.14,1.2195121951219512,0.7583653846153846,0.7306492335437331
200,88.55721393034825,932,764.24,1.2195121951219512,0.759951923076923,0.7314788097385032
201,88.61386138613861,257,210.73999999999998,1.2195121951219514,0.7546153846153846,0.7301391214736571
202,88.66995073891626,190,155.79999999999998,1.2195121951219514,0.7516826923076924,0.7299677959551719
203,88.72549019607843,622,510.03999999999996,1.2195121951219514,0.749951923076923,0.729787453304135
204,88.78048780487805,178,145.95999999999998,1.2195121951219514,0.7491826923076923,0.7297604019064795
205,88.83495145631069,796,652.7199999999999,1.2195121951219514,0.7470192307692308,0.7300399330155868
207,88.46153846153845,769,630.5799999999999,1.2195121951219514,0.7454807692307692,0.7300141697797243
208,88.51674641148325,277,227.14,1.2195121951219512,0.7473076923076923,0.7300669844132422
209,88.57142857142857,179,146.78,1.2195121951219512,0.7459134615384615,0.7286667525441195
210,88.62559241706161,868,711.76,1.2195121951219512,0.7455288461538462,0.7283614581991498
211,88.67924528301887,664,544.48,1.2195121951219512,0.7475961538461539,0.7293932757954399
212,88.73239436619718,631,517.42,1.2195121951219514,0.7507692307692307,0.7303928893469019
213,88.78504672897196,315,258.3,1.2195121951219512,0.7502884615384615,0.7294010047661986
214,88.83720930232558,1008,826.56,1.2195121951219512,0.7553846153846154,0.7312276181888445
215,88.88888888888889,949,778.18,1.2195121951219512,0.7575,0.731445317531882
218,88.12785388127854,645,528.9,1.2195121951219512,0.7524519230769231,0.730605436042767
219,88.18181818181819,747,612.54,1.2195121951219512,0.7560576923076923,0.7323457426252737
220,88.23529411764706,793,650.26,1.2195121951219512,0.7558173076923077,0.7323882519644467
221,88.28828828828829,842,690.4399999999999,1.2195121951219514,0.7579326923076923,0.7326420198376916
222,88.34080717488789,580,475.59999999999997,1.2195121951219514,0.7578365384615384,0.7323753703465156
223,88.39285714285714,247,202.54,1.2195121951219512,0.7576923076923077,0.7320185495298209
224,88.44444444444444,193,158.26,1.2195121951219512,0.7524519230769231,0.730456009274765
225,88.49557522123894,288,236.16,1.2195121951219512,0.7475961538461539,0.728874146592812
226,88.54625550660793,289,236.98,1.2195121951219512,0.7520673076923077,0.7294512430761304
227,88.59649122807018,672,551.04,1.2195121951219512,0.7597115384615385,0.7309854437717377
228,88.64628820960698,738,605.16,1.2195121951219512,0.7596634615384615,0.7313358237794667
229,88.69565217391305,229,187.78,1.2195121951219512,0.7574038461538461,0.7297372149942033
230,88.74458874458875,687,563.3399999999999,1.2195121951219514,0.7564903846153846,0.729479582635579
231,88.79310344827587,707,579.74,1.2195121951219512,0.7540865384615385,0.7289449954914338
232,88.8412017167382,260,213.2,1.2195121951219512,0.7521153846153846,0.7283241015071493
233,88.88888888888889,317,259.94,1.2195121951219512,0.7528846153846154,0.7287929923998454
234,88.93617021276596,308,252.55999999999997,1.2195121951219514,0.7538461538461538,0.7289720468890892
235,88.98305084745762,236,193.51999999999998,1.2195121951219514,0.7537019230769231,0.7288960453432951
236,89.0295358649789,293,240.26,1.2195121951219512,0.7529807692307692,0.7290738116707458
237,89.07563025210085,839,687.9799999999999,1.2195121951219514,0.7521634615384616,0.7295195156511658
238,89.1213389121339,680,557.6,1.2195121951219512,0.7523076923076923,0.7293185624114389
239,89.16666666666667,247,202.54,1.2195121951219512,0.7515865384615384,0.7293146979260595
240,89.21161825726142,242,198.44,1.2195121951219512,0.7487980769230769,0.7282197604019065
241,89.25619834710744,530,434.59999999999997,1.2195121951219514,0.7486057692307693,0.7279840267937653
242,89.30041152263375,993,814.26,1.2195121951219512,0.7545192307692308,0.7298312508051011
243,89.34426229508196,844,692.0799999999999,1.2195121951219514,0.7574038461538461,0.7313899265747777
245,89.02439024390245,557,456.73999999999995,1.2195121951219514,0.7560576923076923,0.7313474172356048
247,88.70967741935483,589,482.97999999999996,1.2195121951219514,0.7494711538461538,0.7307007600154579
248,88.75502008032129,230,188.6,1.2195121951219512,0.746875,0.7296856885224784
249,88.8,635,520.6999999999999,1.2195121951219514,0.74875,0.7309171711967023
250,88.84462151394422,647,530.54,1.2195121951219512,0.7518269230769231,0.7316539997423677
251,88.88888888888889,206,168.92,1.2195121951219514,0.7506730769230769,0.730765168105114
252,88.93280632411067,997,817.54,1.2195121951219512,0.7485576923076923,0.7307548628107691
254,88.62745098039215,274,224.67999999999998,1.2195121951219514,0.7447596153846154,0.7291034393919876
255,88.671875,595,487.9,1.2195121951219512,0.7437019230769231,0.7293365966765426
256,88.715953307393,705,578.0999999999999,1.2195121951219514,0.7503846153846154,0.7308733736957362
257,88.75968992248062,212,173.84,1.2195121951219512,0.7502403846153847,0.7293353085147495
258,88.8030888030888,216,177.11999999999998,1.2195121951219514,0.750048076923077,0.7292206621151617
259,88.84615384615384,863,707.66,1.2195121951219512,0.7514903846153846,0.7294731418266134
260,88.88888888888889,226,185.32,1.2195121951219512,0.7498076923076923,0.7285263429086694
262,88.59315589353612,232,190.23999999999998,1.2195121951219514,0.7431730769230769,0.7261818884451887
263,88.63636363636364,649,532.18,1.2195121951219514,0.748125,0.7279041607625918
264,88.67924528301887,578,473.96,1.2195121951219512,0.7499038461538462,0.7288136029885354
265,88.7218045112782,271,222.22,1.2195121951219512,0.7488461538461538,0.7277830735540384
266,88.76404494382022,877,719.14,1.2195121951219512,0.7486538461538461,0.7284967151874275
267,88.80597014925374,180,147.6,1.2195121951219512,0.7475480769230769,0.7284220018034265
268,88.84758364312268,860,705.1999999999999,1.2195121951219514,0.7510096153846154,0.7299523380136546
269,88.88888888888889,970,795.4,1.2195121951219512,0.7526442307692308,0.730360685302074
270,88.92988929889299,302,247.64,1.2195121951219512,0.753125,0.7304907896431792
271,88.97058823529412,624,511.67999999999995,1.2195121951219514,0.7571153846153846,0.7318407832023702
272,89.01098901098901,910,746.1999999999999,1.2195121951219514,0.7605288461538462,0.7333079994847352
273,89.05109489051095,753,617.4599999999999,1.2195121951219514,0.7627884615384616,0.7333569496328739
274,89.0909090909091,211,173.01999999999998,1.2195121951219514,0.7615384615384615,0.7321344840912019
275,89.13043478260869,227,186.14,1.2195121951219514,0.7618269230769231,0.7319889218085791
276,89.16967509025271,180,147.6,1.2195121951219512,0.7574519230769231,0.7302937008888316
277,89.20863309352518,282,231.23999999999998,1.2195121951219514,0.7593269230769231,0.7303993301558676
278,89.24731182795699,1067,874.9399999999999,1.2195121951219512,0.7620192307692307,0.730828288032977
279,89.28571428571429,774,634.68,1.2195121951219514,0.7616346153846154,0.7303967538322813
280,89.32384341637011,617,505.94,1.2195121951219512,0.7617788461538462,0.7313770449568466
281,89.36170212765957,856,701.92,1.2195121951219512,0.7657211538461538,0.7319348190132681
282,89.39929328621908,868,711.76,1.2195121951219512,0.7654326923076923,0.731976040190648
283,89.43661971830986,228,186.95999999999998,1.2195121951219514,0.760673076923077,0.7307857786938039
284,89.47368421052632,157,128.73999999999998,1.2195121951219514,0.7586538461538461,0.7308218472240113
285,89.5104895104895,238,195.16,1.2195121951219512,0.7585576923076923,0.7308669328867706
286,89.54703832752612,298,244.35999999999999,1.2195121951219512,0.759423076923077,0.7311567692902229
288,89.27335640138409,634,519.88,1.2195121951219512,0.7515865384615384,0.729340461161922
289,89.3103448275862,213,174.66,1.2195121951219512,0.7463942307692307,0.7279647043668684
290,89.3470790378007,264,216.48,1.2195121951219512,0.7448076923076923,0.7270629911116836
291,89.38356164383562,827,678.14,1.2195121951219512,0.7447596153846154,0.7270836017003736
292,89.419795221843,955,783.0999999999999,1.2195121951219514,0.7463942307692307,0.7274571686203787
293,89.45578231292517,771,632.2199999999999,1.2195121951219514,0.750048076923077,0.7287878397526729
294,89.49152542372882,232,190.23999999999998,1.2195121951219514,0.7516346153846154,0.728905062475847
295,89.52702702702703,129,105.77999999999999,1.2195121951219514,0.7502884615384615,0.7287775344583279
296,89.56228956228956,732,600.24,1.2195121951219512,0.7516346153846154,0.7299420327193096
297,89.59731543624162,300,245.99999999999997,1.2195121951219514,0.7566346153846154,0.7306170294989051
298,89.63210702341136,194,159.07999999999998,1.2195121951219514,0.7548076923076923,0.7297359268324102
299,89.66666666666666,607,497.73999999999995,1.2195121951219514,0.7571634615384616,0.7306402164111813
300,89.70099667774086,220,180.39999999999998,1.2195121951219514,0.7576923076923077,0.7303916011851088
301,89.73509933774835,849,696.18,1.2195121951219514,0.7576442307692308,0.7306234703078707
302,89.76897689768977,251,205.82,1.2195121951219512,0.7535576923076923,0.7286190905577741
303,89.80263157894737,305,250.1,1.2195121951219512,0.7509615384615385,0.7275280175190004
304,89.8360655737705,765,627.3,1.2195121951219514,0.7547596153846153,0.728959165271158
306,89.57654723127035,262,214.83999999999997,1.2195121951219514,0.7514903846153846,0.7273077418523767
307,89.6103896103896,751,615.8199999999999,1.2195121951219514,0.7524038461538461,0.7284799690841169
308,89.64401294498381,529,433.78,1.2195121951219512,0.7532692307692308,0.7293752415303362
309,89.6774193548387,507,415.73999999999995,1.2195121951219514,0.7527403846153846,0.7293224268968183
310,89.71061093247589,712,583.8399999999999,1.2195121951219514,0.754951923076923,0.7304727553780754
311,89.74358974358975,605,496.09999999999997,1.2195121951219512,0.7522596153846154,0.7300760015457941
312,89.77635782747603,877,719.14,1.2195121951219512,0.754951923076923,0.7317931212160247
314,89.52380952380953,637,522.3399999999999,1.2195121951219514,0.75,0.7305822491304907
316,89.27444794952682,240,196.79999999999998,1.2195121951219514,0.749951923076923,0.7304328223624887
317,89.30817610062893,298,244.35999999999999,1.2195121951219512,0.7485096153846154,0.729330155867577
318,89.34169278996865,804,659.28,1.2195121951219512,0.7499038461538462,0.7301507149297952
319,89.375,293,240.26,1.2195121951219512,0.7495673076923077,0.729319850573232
320,89.40809968847351,231,189.42,1.2195121951219512,0.7477884615384616,0.7281759629009403
321,89.44099378881988,569,466.58,1.2195121951219512,0.7472596153846154,0.7279569753961097
322,89.47368421052632,950,779.0,1.2195121951219512,0.7480288461538461,0.727917042380523
323,89.50617283950618,244,200.07999999999998,1.2195121951219514,0.7522596153846154,0.7283266778307356
324,89.53846153846153,617,505.94,1.2195121951219512,0.7501442307692308,0.728416849156254
325,89.57055214723927,214,175.48,1.2195121951219512,0.7525961538461539,0.7289321138735025
326,89.60244648318043,274,224.67999999999998,1.2195121951219514,0.7534615384615385,0.7289978101249517
327,89.63414634146342,691,566.62,1.2195121951219512,0.756875,0.729702434625789
328,89.66565349544074,625,512.5,1.2195121951219512,0.7545192307692308,0.7295053458714414
329,89.6969696969697,251,205.82,1.2195121951219512,0.7541346153846153,0.7295465670488214
330,89.72809667673715,198,162.35999999999999,1.2195121951219514,0.7536538461538461,0.7294267680020611
331,89.7590361445783,216,177.11999999999998,1.2195121951219514,0.7528365384615384,0.7283601700373566
332,89.7897897897898,785,643.6999999999999,1.2195121951219514,0.7507211538461539,0.7285031559963931
333,89.82035928143712,938,769.16,1.2195121951219512,0.754951923076923,0.7306183176606982
334,89.8507462686567,766,628.12,1.2195121951219512,0.7565865384615384,0.7310601571557388
336,89.61424332344214,284,232.88,1.2195121951219512,0.7537980769230769,0.7305371634677316
337,89.64497041420118,593,486.26,1.2195121951219512,0.7507692307692307,0.7303877366997295
338,89.67551622418878,1020,836.4,1.2195121951219512,0.7557692307692307,0.7312984670874662
340,89.44281524926686,837,686.3399999999999,1.2195121951219514,0.7552403846153846,0.7319051912920262
341,89.47368421052632,189,154.98,1.2195121951219512,0.755048076923077,0.7318446476877496
343,89.24418604651163,947,776.54,1.2195121951219512,0.7491346153846153,0.7291704238052299
344,89.27536231884058,887,727.3399999999999,1.2195121951219514,0.7527884615384616,0.7292760530722658
345,89.30635838150289,274,224.67999999999998,1.2195121951219514,0.7558653846153847,0.7300090171325518
346,89.33717579250721,952,780.64,1.2195121951219512,0.7587019230769231,0.7318330542316115
347,89.36781609195403,188,154.16,1.2195121951219512,0.7560576923076923,0.731020224140152
348,89.39828080229226,594,487.08,1.2195121951219512,0.7515865384615384,0.7300888831637253
349,89.42857142857143,176,144.32,1.2195121951219512,0.754375,0.7305448924384903
350,89.45868945868945,738,605.16,1.2195121951219512,0.755673076923077,0.7306595388380781
352,89.23512747875354,1055,865.0999999999999,1.2195121951219514,0.7610096153846154,0.7326098157928636
353,89.26553672316385,571,468.21999999999997,1.2195121951219512,0.7572115384615384,0.731848512173129
354,89.29577464788733,693,568.26,1.2195121951219512,0.7534615384615385,0.7309815792863583
356,89.07563025210085,232,190.23999999999998,1.2195121951219514,0.74625,0.7282841684915625
